"X"	"Y"	"queClase"	"clases"
-1.1	1	19	"(-1.5,-0.75]"
-13.9	0	2	"(-14.2,-13.5]"
-13.7	0	2	"(-14.2,-13.5]"
-13.5	0	3	"(-14.2,-13.5]"
-8.03	0	10	"(-8.25,-7.5]"
-0.538	0	20	"(-0.75,0]"
-4.12	1	15	"(-4.5,-3.75]"
12.9	1	38	"(12.8,13.5]"
-10.7	0	6	"(-11.2,-10.5]"
-5.45	0	13	"(-6,-5.25]"
-0.718	1	20	"(-0.75,0]"
10.3	1	34	"(9.75,10.5]"
-1.45	0	19	"(-1.5,-0.75]"
11.5	1	36	"(11.2,12]"
6.37	1	29	"(6,6.75]"
-4.77	1	14	"(-5.25,-4.5]"
-7.26	0	11	"(-7.5,-6.75]"
-4.48	1	15	"(-4.5,-3.75]"
-7.1	0	11	"(-7.5,-6.75]"
-14.3	0	1	"[-15,-14.2]"
-10.3	0	7	"(-10.5,-9.75]"
-6.42	0	12	"(-6.75,-6]"
7.77	1	31	"(7.5,8.25]"
7.98	1	31	"(7.5,8.25]"
8.79	1	32	"(8.25,9]"
7.4	1	30	"(6.75,7.5]"
-4.55	0	14	"(-5.25,-4.5]"
-8.18	0	10	"(-8.25,-7.5]"
0.704	0	21	"(0,0.75]"
-0.132	1	20	"(-0.75,0]"
0.637	1	21	"(0,0.75]"
9.51	1	33	"(9,9.75]"
12.9	1	38	"(12.8,13.5]"
-7.27	0	11	"(-7.5,-6.75]"
13.4	1	38	"(12.8,13.5]"
14.6	1	40	"(14.2,15]"
11.5	1	36	"(11.2,12]"
-3.43	1	16	"(-3.75,-3]"
-0.831	1	19	"(-1.5,-0.75]"
-10.5	0	7	"(-11.2,-10.5]"
13.7	1	39	"(13.5,14.2]"
10.2	1	34	"(9.75,10.5]"
-11.5	0	5	"(-12,-11.2]"
-13.8	0	2	"(-14.2,-13.5]"
13.1	1	38	"(12.8,13.5]"
1.22	1	22	"(0.75,1.5]"
-3.68	0	16	"(-3.75,-3]"
2.07	1	23	"(1.5,2.25]"
-13.1	0	3	"(-13.5,-12.8]"
4.25	1	26	"(3.75,4.5]"
9.66	1	33	"(9,9.75]"
-13.8	0	2	"(-14.2,-13.5]"
-4.74	1	14	"(-5.25,-4.5]"
-4.92	0	14	"(-5.25,-4.5]"
-8.45	0	9	"(-9,-8.25]"
13.4	1	38	"(12.8,13.5]"
14.2	1	39	"(13.5,14.2]"
2.92	1	24	"(2.25,3]"
7.59	1	31	"(7.5,8.25]"
5.22	0	27	"(4.5,5.25]"
4.77	1	27	"(4.5,5.25]"
-13.3	0	3	"(-13.5,-12.8]"
1.2	0	22	"(0.75,1.5]"
13.5	1	39	"(12.8,13.5]"
-11.5	0	5	"(-12,-11.2]"
-7.64	0	10	"(-8.25,-7.5]"
-12.2	0	4	"(-12.8,-12]"
-13.8	0	2	"(-14.2,-13.5]"
11.1	1	35	"(10.5,11.2]"
6.86	1	30	"(6.75,7.5]"
-4.88	0	14	"(-5.25,-4.5]"
-6.51	0	12	"(-6.75,-6]"
-2	0	18	"(-2.25,-1.5]"
11.8	1	36	"(11.2,12]"
6.87	1	30	"(6.75,7.5]"
-10.7	0	6	"(-11.2,-10.5]"
9.51	1	33	"(9,9.75]"
10	1	34	"(9.75,10.5]"
-12.3	0	4	"(-12.8,-12]"
-6.93	0	11	"(-7.5,-6.75]"
9.2	1	33	"(9,9.75]"
-0.693	1	20	"(-0.75,0]"
-13.4	0	3	"(-13.5,-12.8]"
11.1	1	35	"(10.5,11.2]"
5.05	0	27	"(4.5,5.25]"
3.19	1	25	"(3,3.75]"
0.478	0	21	"(0,0.75]"
-1.76	1	18	"(-2.25,-1.5]"
14	1	39	"(13.5,14.2]"
9.19	1	33	"(9,9.75]"
6.47	1	29	"(6,6.75]"
13.7	1	39	"(13.5,14.2]"
-4.84	0	14	"(-5.25,-4.5]"
-1.73	1	18	"(-2.25,-1.5]"
-4.66	0	14	"(-5.25,-4.5]"
-0.585	1	20	"(-0.75,0]"
0.0754	0	21	"(0,0.75]"
2.16	0	23	"(1.5,2.25]"
7.17	1	30	"(6.75,7.5]"
-11.5	0	5	"(-12,-11.2]"
13.8	1	39	"(13.5,14.2]"
-6.19	0	12	"(-6.75,-6]"
-11.1	0	6	"(-11.2,-10.5]"
-12.7	0	4	"(-12.8,-12]"
-9.98	0	7	"(-10.5,-9.75]"
-0.281	0	20	"(-0.75,0]"
-11.8	0	5	"(-12,-11.2]"
4.94	1	27	"(4.5,5.25]"
11.2	1	35	"(10.5,11.2]"
7.96	1	31	"(7.5,8.25]"
7.69	1	31	"(7.5,8.25]"
-6.43	0	12	"(-6.75,-6]"
-2.23	1	18	"(-2.25,-1.5]"
0.123	0	21	"(0,0.75]"
13.5	1	39	"(12.8,13.5]"
3.34	0	25	"(3,3.75]"
-1.96	1	18	"(-2.25,-1.5]"
-1.53	1	18	"(-2.25,-1.5]"
-10.4	0	7	"(-10.5,-9.75]"
1.42	1	22	"(0.75,1.5]"
4.15	1	26	"(3.75,4.5]"
-0.583	1	20	"(-0.75,0]"
8.96	1	32	"(8.25,9]"
1.58	1	23	"(1.5,2.25]"
-12.8	0	3	"(-13.5,-12.8]"
5.76	1	28	"(5.25,6]"
-1.3	1	19	"(-1.5,-0.75]"
6.54	1	29	"(6,6.75]"
9.13	1	33	"(9,9.75]"
-0.833	1	19	"(-1.5,-0.75]"
0.066	0	21	"(0,0.75]"
-5.4	0	13	"(-6,-5.25]"
4.99	1	27	"(4.5,5.25]"
2.91	1	24	"(2.25,3]"
-14.8	0	1	"[-15,-14.2]"
10.1	1	34	"(9.75,10.5]"
10.7	1	35	"(10.5,11.2]"
13.8	1	39	"(13.5,14.2]"
-8.72	0	9	"(-9,-8.25]"
4.89	1	27	"(4.5,5.25]"
-3.66	0	16	"(-3.75,-3]"
14.5	1	40	"(14.2,15]"
0.739	0	21	"(0,0.75]"
-8.55	0	9	"(-9,-8.25]"
8.33	1	32	"(8.25,9]"
-12.1	0	4	"(-12.8,-12]"
13.9	1	39	"(13.5,14.2]"
0.497	1	21	"(0,0.75]"
5.58	1	28	"(5.25,6]"
6.96	1	30	"(6.75,7.5]"
13.6	1	39	"(13.5,14.2]"
14.2	1	39	"(13.5,14.2]"
8.03	1	31	"(7.5,8.25]"
-9.3	0	8	"(-9.75,-9]"
-12.4	0	4	"(-12.8,-12]"
12.7	1	37	"(12,12.8]"
-11.8	0	5	"(-12,-11.2]"
1.85	0	23	"(1.5,2.25]"
3.48	0	25	"(3,3.75]"
9.33	1	33	"(9,9.75]"
-14	0	2	"(-14.2,-13.5]"
-7.54	0	10	"(-8.25,-7.5]"
10.5	1	34	"(9.75,10.5]"
-11	0	6	"(-11.2,-10.5]"
-4.05	1	15	"(-4.5,-3.75]"
-10.3	0	7	"(-10.5,-9.75]"
3.91	1	26	"(3.75,4.5]"
-14.4	0	1	"[-15,-14.2]"
-11.1	0	6	"(-11.2,-10.5]"
-5.68	0	13	"(-6,-5.25]"
6.07	1	29	"(6,6.75]"
-2.81	0	17	"(-3,-2.25]"
-10.5	0	6	"(-11.2,-10.5]"
-8.7	0	9	"(-9,-8.25]"
-11.3	0	5	"(-12,-11.2]"
3	0	24	"(2.25,3]"
14.7	1	40	"(14.2,15]"
-8.71	0	9	"(-9,-8.25]"
5.82	0	28	"(5.25,6]"
-5.9	0	13	"(-6,-5.25]"
0.222	0	21	"(0,0.75]"
0.387	0	21	"(0,0.75]"
4.47	1	26	"(3.75,4.5]"
0.583	1	21	"(0,0.75]"
-14.2	0	2	"(-14.2,-13.5]"
-6.17	0	12	"(-6.75,-6]"
12.7	1	37	"(12,12.8]"
-13.1	0	3	"(-13.5,-12.8]"
12.5	1	37	"(12,12.8]"
5.47	1	28	"(5.25,6]"
5.77	0	28	"(5.25,6]"
-2.64	0	17	"(-3,-2.25]"
3.79	0	26	"(3.75,4.5]"
-8.2	0	10	"(-8.25,-7.5]"
-14.3	0	1	"[-15,-14.2]"
-2.47	1	17	"(-3,-2.25]"
14.7	1	40	"(14.2,15]"
-0.568	0	20	"(-0.75,0]"
-8	0	10	"(-8.25,-7.5]"
-3.12	1	16	"(-3.75,-3]"
2.31	1	24	"(2.25,3]"
4.51	0	27	"(4.5,5.25]"
-1.79	1	18	"(-2.25,-1.5]"
-6.32	0	12	"(-6.75,-6]"
-3.02	1	16	"(-3.75,-3]"
-14.8	0	1	"[-15,-14.2]"
-1.98	0	18	"(-2.25,-1.5]"
12.9	1	38	"(12.8,13.5]"
-3.9	0	15	"(-4.5,-3.75]"
3.82	0	26	"(3.75,4.5]"
-4.21	1	15	"(-4.5,-3.75]"
-0.504	0	20	"(-0.75,0]"
12	1	36	"(11.2,12]"
-14.5	0	1	"[-15,-14.2]"
-14.3	0	1	"[-15,-14.2]"
-5.72	0	13	"(-6,-5.25]"
-6.04	0	12	"(-6.75,-6]"
4.35	1	26	"(3.75,4.5]"
-2.13	0	18	"(-2.25,-1.5]"
-2.88	1	17	"(-3,-2.25]"
2.43	0	24	"(2.25,3]"
-14.5	0	1	"[-15,-14.2]"
0.802	1	22	"(0.75,1.5]"
-11.1	0	6	"(-11.2,-10.5]"
1.63	1	23	"(1.5,2.25]"
-11.2	0	6	"(-11.2,-10.5]"
-1.19	0	19	"(-1.5,-0.75]"
5.1	0	27	"(4.5,5.25]"
-3.04	1	16	"(-3.75,-3]"
-3.75	1	16	"(-4.5,-3.75]"
9.94	1	34	"(9.75,10.5]"
7.49	1	30	"(6.75,7.5]"
12.8	1	38	"(12.8,13.5]"
10.8	1	35	"(10.5,11.2]"
-7.11	0	11	"(-7.5,-6.75]"
-12.2	0	4	"(-12.8,-12]"
3.28	1	25	"(3,3.75]"
-8.71	0	9	"(-9,-8.25]"
8.94	1	32	"(8.25,9]"
8.83	1	32	"(8.25,9]"
1.93	0	23	"(1.5,2.25]"
3.91	0	26	"(3.75,4.5]"
-8.18	1	10	"(-8.25,-7.5]"
-7.47	0	11	"(-7.5,-6.75]"
-0.0415	1	20	"(-0.75,0]"
9.6	1	33	"(9,9.75]"
-7.69	0	10	"(-8.25,-7.5]"
12.3	1	37	"(12,12.8]"
-14	0	2	"(-14.2,-13.5]"
-9.09	0	8	"(-9.75,-9]"
-8.55	0	9	"(-9,-8.25]"
5.65	1	28	"(5.25,6]"
4.87	1	27	"(4.5,5.25]"
-12.8	0	3	"(-13.5,-12.8]"
-1.8	1	18	"(-2.25,-1.5]"
-12.2	0	4	"(-12.8,-12]"
-5.17	1	14	"(-5.25,-4.5]"
-0.358	0	20	"(-0.75,0]"
-2.01	0	18	"(-2.25,-1.5]"
14.9	1	40	"(14.2,15]"
-7.83	0	10	"(-8.25,-7.5]"
5.99	1	28	"(5.25,6]"
5.98	1	28	"(5.25,6]"
0.765	0	22	"(0.75,1.5]"
1.68	0	23	"(1.5,2.25]"
-11.9	0	5	"(-12,-11.2]"
5.19	1	27	"(4.5,5.25]"
-2.53	0	17	"(-3,-2.25]"
-10.3	0	7	"(-10.5,-9.75]"
2.71	1	24	"(2.25,3]"
-8.49	0	9	"(-9,-8.25]"
-4.22	0	15	"(-4.5,-3.75]"
9	1	33	"(8.25,9]"
9.21	1	33	"(9,9.75]"
6.11	1	29	"(6,6.75]"
-5.11	0	14	"(-5.25,-4.5]"
-4.78	0	14	"(-5.25,-4.5]"
-9.3	0	8	"(-9.75,-9]"
-2.92	0	17	"(-3,-2.25]"
-10.3	0	7	"(-10.5,-9.75]"
14.1	1	39	"(13.5,14.2]"
3.61	1	25	"(3,3.75]"
9	1	33	"(8.25,9]"
-14.5	0	1	"[-15,-14.2]"
-5.96	0	13	"(-6,-5.25]"
-8.7	0	9	"(-9,-8.25]"
6.71	1	29	"(6,6.75]"
-13.7	0	2	"(-14.2,-13.5]"
-6.6	0	12	"(-6.75,-6]"
9.97	1	34	"(9.75,10.5]"
5.21	0	27	"(4.5,5.25]"
-14.8	0	1	"[-15,-14.2]"
-8.8	0	9	"(-9,-8.25]"
0.197	0	21	"(0,0.75]"
7.3	1	30	"(6.75,7.5]"
10.3	1	34	"(9.75,10.5]"
-1.05	0	19	"(-1.5,-0.75]"
-4.99	0	14	"(-5.25,-4.5]"
-14.7	0	1	"[-15,-14.2]"
2.52	1	24	"(2.25,3]"
-2.95	1	17	"(-3,-2.25]"
-13.6	0	2	"(-14.2,-13.5]"
-1.88	1	18	"(-2.25,-1.5]"
11	1	35	"(10.5,11.2]"
2.91	0	24	"(2.25,3]"
2.16	1	23	"(1.5,2.25]"
2.24	0	23	"(1.5,2.25]"
-1.24	0	19	"(-1.5,-0.75]"
6.23	1	29	"(6,6.75]"
2.21	1	23	"(1.5,2.25]"
-11.6	0	5	"(-12,-11.2]"
-11.2	0	6	"(-11.2,-10.5]"
8.19	1	31	"(7.5,8.25]"
3.31	0	25	"(3,3.75]"
-6.32	0	12	"(-6.75,-6]"
-11	0	6	"(-11.2,-10.5]"
-8.67	0	9	"(-9,-8.25]"
3.06	1	25	"(3,3.75]"
-2.67	0	17	"(-3,-2.25]"
13.7	1	39	"(13.5,14.2]"
5	1	27	"(4.5,5.25]"
-1.76	0	18	"(-2.25,-1.5]"
-0.825	1	19	"(-1.5,-0.75]"
-13	0	3	"(-13.5,-12.8]"
-3.04	0	16	"(-3.75,-3]"
9.78	1	34	"(9.75,10.5]"
-13.6	0	2	"(-14.2,-13.5]"
-14.1	0	2	"(-14.2,-13.5]"
2.17	0	23	"(1.5,2.25]"
-6.58	0	12	"(-6.75,-6]"
1.52	1	23	"(1.5,2.25]"
1.83	1	23	"(1.5,2.25]"
9.24	1	33	"(9,9.75]"
4.37	0	26	"(3.75,4.5]"
-0.908	1	19	"(-1.5,-0.75]"
3.41	0	25	"(3,3.75]"
5.5	1	28	"(5.25,6]"
13.2	1	38	"(12.8,13.5]"
6.55	1	29	"(6,6.75]"
-11	0	6	"(-11.2,-10.5]"
-5.19	0	14	"(-5.25,-4.5]"
11.1	1	35	"(10.5,11.2]"
2.99	1	24	"(2.25,3]"
-0.318	1	20	"(-0.75,0]"
-13	0	3	"(-13.5,-12.8]"
-12.1	0	4	"(-12.8,-12]"
0.572	0	21	"(0,0.75]"
12.1	1	37	"(12,12.8]"
11.4	1	36	"(11.2,12]"
12.4	1	37	"(12,12.8]"
-11.5	0	5	"(-12,-11.2]"
-3.7	0	16	"(-3.75,-3]"
-4.48	0	15	"(-4.5,-3.75]"
4.3	1	26	"(3.75,4.5]"
-3.39	0	16	"(-3.75,-3]"
-4.67	0	14	"(-5.25,-4.5]"
-15	0	1	"[-15,-14.2]"
-4.42	1	15	"(-4.5,-3.75]"
-4.09	0	15	"(-4.5,-3.75]"
-11.9	0	5	"(-12,-11.2]"
-9.14	0	8	"(-9.75,-9]"
-11.4	0	5	"(-12,-11.2]"
-4.67	1	14	"(-5.25,-4.5]"
-12.1	0	4	"(-12.8,-12]"
1.41	0	22	"(0.75,1.5]"
1.03	0	22	"(0.75,1.5]"
-3	0	17	"(-3.75,-3]"
3.08	0	25	"(3,3.75]"
2.27	1	24	"(2.25,3]"
11.9	1	36	"(11.2,12]"
-9.41	0	8	"(-9.75,-9]"
-12.6	0	4	"(-12.8,-12]"
-6.8	0	11	"(-7.5,-6.75]"
-3.94	1	15	"(-4.5,-3.75]"
-4.47	1	15	"(-4.5,-3.75]"
6.67	1	29	"(6,6.75]"
9.58	1	33	"(9,9.75]"
-11.1	0	6	"(-11.2,-10.5]"
-7.56	0	10	"(-8.25,-7.5]"
-10.1	0	7	"(-10.5,-9.75]"
-5.83	0	13	"(-6,-5.25]"
7.45	1	30	"(6.75,7.5]"
-6.92	0	11	"(-7.5,-6.75]"
1.62	1	23	"(1.5,2.25]"
-9.02	0	8	"(-9.75,-9]"
0.847	0	22	"(0.75,1.5]"
11.8	1	36	"(11.2,12]"
-10.9	0	6	"(-11.2,-10.5]"
-2.4	1	17	"(-3,-2.25]"
-9.39	0	8	"(-9.75,-9]"
8.29	1	32	"(8.25,9]"
-4.73	1	14	"(-5.25,-4.5]"
14.5	1	40	"(14.2,15]"
3.31	0	25	"(3,3.75]"
-8.53	0	9	"(-9,-8.25]"
-8.09	0	10	"(-8.25,-7.5]"
12.9	1	38	"(12.8,13.5]"
-13.1	0	3	"(-13.5,-12.8]"
0.494	0	21	"(0,0.75]"
-11	0	6	"(-11.2,-10.5]"
4.52	1	27	"(4.5,5.25]"
-10.5	0	6	"(-11.2,-10.5]"
3.99	0	26	"(3.75,4.5]"
-0.581	0	20	"(-0.75,0]"
-12.1	0	4	"(-12.8,-12]"
-14.3	0	1	"[-15,-14.2]"
-4	0	15	"(-4.5,-3.75]"
12	1	36	"(11.2,12]"
6.47	1	29	"(6,6.75]"
-7.55	0	10	"(-8.25,-7.5]"
12.7	1	37	"(12,12.8]"
12.1	1	37	"(12,12.8]"
-9.16	0	8	"(-9.75,-9]"
7.94	1	31	"(7.5,8.25]"
14.7	1	40	"(14.2,15]"
-5.51	0	13	"(-6,-5.25]"
-11.7	0	5	"(-12,-11.2]"
9.41	1	33	"(9,9.75]"
4.09	0	26	"(3.75,4.5]"
2.81	1	24	"(2.25,3]"
3.89	0	26	"(3.75,4.5]"
-3.15	0	16	"(-3.75,-3]"
-6.39	0	12	"(-6.75,-6]"
-9.93	0	7	"(-10.5,-9.75]"
-7.47	0	11	"(-7.5,-6.75]"
-10.4	0	7	"(-10.5,-9.75]"
7.46	1	30	"(6.75,7.5]"
-4.77	0	14	"(-5.25,-4.5]"
-15	0	1	"[-15,-14.2]"
-5.83	0	13	"(-6,-5.25]"
5.23	1	27	"(4.5,5.25]"
-3.8	0	15	"(-4.5,-3.75]"
-5.41	0	13	"(-6,-5.25]"
10.5	1	35	"(9.75,10.5]"
6.17	1	29	"(6,6.75]"
-2.43	1	17	"(-3,-2.25]"
-14.1	0	2	"(-14.2,-13.5]"
-7.71	0	10	"(-8.25,-7.5]"
-3.11	1	16	"(-3.75,-3]"
12.5	1	37	"(12,12.8]"
-9.3	0	8	"(-9.75,-9]"
0.314	0	21	"(0,0.75]"
2.28	1	24	"(2.25,3]"
11.9	1	36	"(11.2,12]"
6.21	1	29	"(6,6.75]"
-0.911	1	19	"(-1.5,-0.75]"
-6.03	0	12	"(-6.75,-6]"
9.24	1	33	"(9,9.75]"
7.05	1	30	"(6.75,7.5]"
5.68	1	28	"(5.25,6]"
6.36	0	29	"(6,6.75]"
5.87	1	28	"(5.25,6]"
2.21	1	23	"(1.5,2.25]"
-5.41	0	13	"(-6,-5.25]"
-7.41	0	11	"(-7.5,-6.75]"
13	1	38	"(12.8,13.5]"
-9.36	0	8	"(-9.75,-9]"
-0.0124	0	20	"(-0.75,0]"
-10.5	0	7	"(-11.2,-10.5]"
13.4	1	38	"(12.8,13.5]"
6.79	1	30	"(6.75,7.5]"
-0.797	0	19	"(-1.5,-0.75]"
11.3	1	36	"(11.2,12]"
5.2	1	27	"(4.5,5.25]"
10.5	1	34	"(9.75,10.5]"
10.4	1	34	"(9.75,10.5]"
-11.5	0	5	"(-12,-11.2]"
-4.48	1	15	"(-4.5,-3.75]"
-11.5	0	5	"(-12,-11.2]"
-8.68	0	9	"(-9,-8.25]"
7.66	1	31	"(7.5,8.25]"
13.7	1	39	"(13.5,14.2]"
14.3	1	40	"(14.2,15]"
-8.57	0	9	"(-9,-8.25]"
8.72	1	32	"(8.25,9]"
7.42	1	30	"(6.75,7.5]"
-5.84	0	13	"(-6,-5.25]"
4.5	1	26	"(3.75,4.5]"
8.56	1	32	"(8.25,9]"
6.54	1	29	"(6,6.75]"
-14.9	0	1	"[-15,-14.2]"
-11.3	0	5	"(-12,-11.2]"
3.38	0	25	"(3,3.75]"
-10.1	0	7	"(-10.5,-9.75]"
15	1	40	"(14.2,15]"
4.72	1	27	"(4.5,5.25]"
-11	0	6	"(-11.2,-10.5]"
-6.7	0	12	"(-6.75,-6]"
14.5	1	40	"(14.2,15]"
2.97	0	24	"(2.25,3]"
10.9	1	35	"(10.5,11.2]"
6.59	1	29	"(6,6.75]"
10.5	1	34	"(9.75,10.5]"
13.5	1	39	"(12.8,13.5]"
7.24	1	30	"(6.75,7.5]"
14.8	1	40	"(14.2,15]"
6.09	1	29	"(6,6.75]"
-0.83	0	19	"(-1.5,-0.75]"
-8.56	0	9	"(-9,-8.25]"
7.37	1	30	"(6.75,7.5]"
0.371	0	21	"(0,0.75]"
1.48	0	22	"(0.75,1.5]"
1.79	1	23	"(1.5,2.25]"
11.8	1	36	"(11.2,12]"
-3.27	0	16	"(-3.75,-3]"
-9.08	0	8	"(-9.75,-9]"
4.31	1	26	"(3.75,4.5]"
9.09	1	33	"(9,9.75]"
-12.9	0	3	"(-13.5,-12.8]"
11	1	35	"(10.5,11.2]"
-1.66	1	18	"(-2.25,-1.5]"
-3.52	1	16	"(-3.75,-3]"
14.2	1	39	"(13.5,14.2]"
1.55	0	23	"(1.5,2.25]"
-7.39	0	11	"(-7.5,-6.75]"
-8.04	0	10	"(-8.25,-7.5]"
-1.67	0	18	"(-2.25,-1.5]"
-0.0577	1	20	"(-0.75,0]"
-6.89	0	11	"(-7.5,-6.75]"
10.8	1	35	"(10.5,11.2]"
-13.3	0	3	"(-13.5,-12.8]"
-2.75	0	17	"(-3,-2.25]"
-14.6	0	1	"[-15,-14.2]"
-14.5	0	1	"[-15,-14.2]"
13.3	1	38	"(12.8,13.5]"
-12.5	0	4	"(-12.8,-12]"
-3.62	0	16	"(-3.75,-3]"
3.92	0	26	"(3.75,4.5]"
-14.5	0	1	"[-15,-14.2]"
10.2	1	34	"(9.75,10.5]"
-2.21	0	18	"(-2.25,-1.5]"
-10.9	0	6	"(-11.2,-10.5]"
-9.25	0	8	"(-9.75,-9]"
5.54	1	28	"(5.25,6]"
9.97	1	34	"(9.75,10.5]"
11.9	1	36	"(11.2,12]"
7.81	1	31	"(7.5,8.25]"
-4.97	1	14	"(-5.25,-4.5]"
2.41	1	24	"(2.25,3]"
-6.03	0	12	"(-6.75,-6]"
3.65	1	25	"(3,3.75]"
3.92	0	26	"(3.75,4.5]"
5.31	1	28	"(5.25,6]"
-4.42	1	15	"(-4.5,-3.75]"
1.26	0	22	"(0.75,1.5]"
-5.49	1	13	"(-6,-5.25]"
-6.55	0	12	"(-6.75,-6]"
7.19	1	30	"(6.75,7.5]"
11.2	1	35	"(10.5,11.2]"
9.53	1	33	"(9,9.75]"
-12.2	0	4	"(-12.8,-12]"
-13.3	0	3	"(-13.5,-12.8]"
3.65	1	25	"(3,3.75]"
7.17	1	30	"(6.75,7.5]"
-7.17	1	11	"(-7.5,-6.75]"
13.7	1	39	"(13.5,14.2]"
2.25	1	24	"(1.5,2.25]"
9.42	1	33	"(9,9.75]"
-9.37	0	8	"(-9.75,-9]"
0.196	0	21	"(0,0.75]"
-12.4	0	4	"(-12.8,-12]"
-9.03	0	8	"(-9.75,-9]"
-13.1	0	3	"(-13.5,-12.8]"
4.6	1	27	"(4.5,5.25]"
2.13	0	23	"(1.5,2.25]"
7.37	1	30	"(6.75,7.5]"
-12	0	5	"(-12.8,-12]"
12.5	1	37	"(12,12.8]"
13.7	1	39	"(13.5,14.2]"
-6.04	0	12	"(-6.75,-6]"
5.34	1	28	"(5.25,6]"
-8.54	0	9	"(-9,-8.25]"
-12.1	0	4	"(-12.8,-12]"
-11.2	0	6	"(-11.2,-10.5]"
9.69	1	33	"(9,9.75]"
-12.6	0	4	"(-12.8,-12]"
3.06	0	25	"(3,3.75]"
-2.23	0	18	"(-2.25,-1.5]"
-9.92	0	7	"(-10.5,-9.75]"
-13.6	0	2	"(-14.2,-13.5]"
-2.02	1	18	"(-2.25,-1.5]"
0.958	0	22	"(0.75,1.5]"
-4.09	0	15	"(-4.5,-3.75]"
10.1	1	34	"(9.75,10.5]"
6.05	1	29	"(6,6.75]"
-1.86	0	18	"(-2.25,-1.5]"
-7.15	0	11	"(-7.5,-6.75]"
10.3	1	34	"(9.75,10.5]"
-9.14	0	8	"(-9.75,-9]"
7.77	1	31	"(7.5,8.25]"
-11.3	0	5	"(-12,-11.2]"
0.0743	0	21	"(0,0.75]"
-1.54	1	18	"(-2.25,-1.5]"
13.4	1	38	"(12.8,13.5]"
3.39	1	25	"(3,3.75]"
6.68	1	29	"(6,6.75]"
8.34	1	32	"(8.25,9]"
11.2	1	35	"(10.5,11.2]"
-6.6	0	12	"(-6.75,-6]"
7.96	1	31	"(7.5,8.25]"
-7.81	0	10	"(-8.25,-7.5]"
-12.6	0	4	"(-12.8,-12]"
0.494	0	21	"(0,0.75]"
-5.49	1	13	"(-6,-5.25]"
-4.76	0	14	"(-5.25,-4.5]"
-9.75	0	8	"(-10.5,-9.75]"
-6.57	0	12	"(-6.75,-6]"
-14	0	2	"(-14.2,-13.5]"
8.34	1	32	"(8.25,9]"
2.23	0	23	"(1.5,2.25]"
2.33	1	24	"(2.25,3]"
4.54	1	27	"(4.5,5.25]"
-8.95	0	9	"(-9,-8.25]"
5.97	1	28	"(5.25,6]"
-11.6	0	5	"(-12,-11.2]"
10.1	1	34	"(9.75,10.5]"
-3.23	0	16	"(-3.75,-3]"
5.4	1	28	"(5.25,6]"
10.5	1	34	"(9.75,10.5]"
-3.22	0	16	"(-3.75,-3]"
-9.59	0	8	"(-9.75,-9]"
13.4	1	38	"(12.8,13.5]"
7.19	1	30	"(6.75,7.5]"
-10.8	0	6	"(-11.2,-10.5]"
8.86	1	32	"(8.25,9]"
5.85	1	28	"(5.25,6]"
-2.5	0	17	"(-3,-2.25]"
-13.1	0	3	"(-13.5,-12.8]"
-7.79	0	10	"(-8.25,-7.5]"
-1.65	1	18	"(-2.25,-1.5]"
-8.99	0	9	"(-9,-8.25]"
-8.39	0	9	"(-9,-8.25]"
-5.78	0	13	"(-6,-5.25]"
4.23	0	26	"(3.75,4.5]"
2.4	1	24	"(2.25,3]"
-0.776	0	19	"(-1.5,-0.75]"
13.5	1	39	"(12.8,13.5]"
5.75	1	28	"(5.25,6]"
-12.9	0	3	"(-13.5,-12.8]"
-9.06	0	8	"(-9.75,-9]"
8.29	1	32	"(8.25,9]"
3.18	0	25	"(3,3.75]"
10	1	34	"(9.75,10.5]"
-6.6	0	12	"(-6.75,-6]"
10	1	34	"(9.75,10.5]"
-5.26	0	13	"(-6,-5.25]"
3.35	0	25	"(3,3.75]"
-0.757	0	19	"(-1.5,-0.75]"
-12.3	0	4	"(-12.8,-12]"
-3.14	0	16	"(-3.75,-3]"
5.16	0	27	"(4.5,5.25]"
-4.81	0	14	"(-5.25,-4.5]"
-9.56	0	8	"(-9.75,-9]"
4.31	1	26	"(3.75,4.5]"
13	1	38	"(12.8,13.5]"
-5.63	0	13	"(-6,-5.25]"
4.83	0	27	"(4.5,5.25]"
1.64	0	23	"(1.5,2.25]"
-6.1	0	12	"(-6.75,-6]"
12.6	1	37	"(12,12.8]"
6.61	1	29	"(6,6.75]"
0.81	1	22	"(0.75,1.5]"
2.8	0	24	"(2.25,3]"
-11.1	0	6	"(-11.2,-10.5]"
11.5	1	36	"(11.2,12]"
14.2	1	39	"(13.5,14.2]"
7.75	1	31	"(7.5,8.25]"
-12.7	0	4	"(-12.8,-12]"
-5.14	0	14	"(-5.25,-4.5]"
-12.1	0	4	"(-12.8,-12]"
-5.12	1	14	"(-5.25,-4.5]"
-13.8	0	2	"(-14.2,-13.5]"
-13.9	0	2	"(-14.2,-13.5]"
9.69	1	33	"(9,9.75]"
-0.754	0	19	"(-1.5,-0.75]"
1.98	1	23	"(1.5,2.25]"
0.624	0	21	"(0,0.75]"
1.08	0	22	"(0.75,1.5]"
-14.7	0	1	"[-15,-14.2]"
-1.19	1	19	"(-1.5,-0.75]"
2.98	0	24	"(2.25,3]"
-11.4	0	5	"(-12,-11.2]"
0.679	1	21	"(0,0.75]"
9.2	1	33	"(9,9.75]"
